,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,is_outside
1934,/html/body/document/type/sequence/filename/description/text/p[991],". The waiting period applicable to the Transactions under the HSR Act has expired or been terminated and the applicable waiting periods (and any extensions thereof) for the Austrian Federal Cartel Authority and the Austrian Federal Cartel Attorney Competition Authority have expired or, in the case of an application to the Austrian Cartel Court, clearance having been obtained or the application for an in-depth review having been rejected or withdrawn.",1934,,,,,,,,,,,,1
Unnamed 282,/html/body/document/type/sequence/filename/description/text/p[993],Section 7.2,1935,/html/body/document/type/sequence/filename/description/text/p[993],Section 7.2,ssn,322.0,"[0.8491448561803576, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1.0,289.0,0.8491448561803576,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0
Unnamed 283,/html/body/document/type/sequence/filename/description/text/p[993]/u,Additional Company Conditions to Closing,1936,/html/body/document/type/sequence/filename/description/text/p[993]/u,Additional Company Conditions to Closing,ssst,323.0,"[0.8491448561803576, 0.1292861111111111, 0.16380763888888888, 0.00038870173620108835]",1.0,290.0,0.8491448561803576,0.1292861111111111,0.16380763888888888,0.00038870173620108835,0
1937,/html/body/document/type/sequence/filename/description/text/p[993],. The obligation of the Company to consummate the Merger is further conditioned upon satisfaction (or waiver by the Company) at or prior to the Closing of each of the following:,1937,,,,,,,,,,,,1
1938,/html/body/document/type/sequence/filename/description/text/p[995],"(a)    The representations and warranties of Parent and Merger Sub contained in this Agreement are true and correct as of the date of this Agreement and as of the Closing Date, as if made as of such time (except to the extent expressly made as of an earlier date, in which case as of such date), except where the failure of such representations and warranties to be so true and correct (without giving effect to any limitation as to “materiality” or “Parent Material Adverse Effect” set forth in any such representation or warranty) would not reasonably be expected to, individually or in the aggregate, have a Parent Material Adverse Effect.",1938,,,,,,,,,,,,1
1939,/html/body/document/type/sequence/filename/description/text/p[997],(b)    Each and all of the agreements and covenants of Parent and the Parent Subsidiaries to be performed and complied with pursuant to this Agreement on or prior to the Effective Time have been duly performed and complied with in all material respects.,1939,,,,,,,,,,,,1
1940,/html/body/document/type/sequence/filename/description/text/p[999],"(c)    The Company shall have received a certificate of Parent signed by an executive officer of Parent, dated as of the Closing Date, confirming that the conditions in",1940,,,,,,,,,,,,1
1941,/html/body/document/type/sequence/filename/description/text/p[999]/u[1],Section,1941,,,,,,,,,,,,1
1942,/html/body/document/type/sequence/filename/description/text/p[999]/u[2],7.2(a),1942,,,,,,,,,,,,1
1943,/html/body/document/type/sequence/filename/description/text/p[999],and,1943,,,,,,,,,,,,1
1944,/html/body/document/type/sequence/filename/description/text/p[999]/u[3],Section,1944,,,,,,,,,,,,1
1945,/html/body/document/type/sequence/filename/description/text/p[999]/u[4],7.2(b),1945,,,,,,,,,,,,1
1946,/html/body/document/type/sequence/filename/description/text/p[999],have been satisfied.,1946,,,,,,,,,,,,1
Unnamed 284,/html/body/document/type/sequence/filename/description/text/p[1001],Section 7.3,1947,/html/body/document/type/sequence/filename/description/text/p[1001],Section 7.3,ssn,325.0,"[0.8535630992485099, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1.0,291.0,0.8535630992485099,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0
Unnamed 285,/html/body/document/type/sequence/filename/description/text/p[1001]/u,Additional Parent Conditions to Closing,1948,/html/body/document/type/sequence/filename/description/text/p[1001]/u,Additional Parent Conditions to Closing,sst,326.0,"[0.8535630992485099, 0.1292861111111111, 0.15145972222222223, 0.00038870173620108835]",1.0,292.0,0.8535630992485099,0.1292861111111111,0.15145972222222223,0.00038870173620108835,0
1949,/html/body/document/type/sequence/filename/description/text/p[1001],. The obligation of Parent and Merger Sub to consummate the Merger is further conditioned upon satisfaction (or waiver by Parent) at or prior to the Closing of each of the following:,1949,,,,,,,,,,,,1
1950,/html/body/document/type/sequence/filename/description/text/p[1003],(a)    The representations and warranties of the Company contained in (i) this Agreement (other than those set forth in,1950,,,,,,,,,,,,1
1951,/html/body/document/type/sequence/filename/description/text/p[1003]/u[1],Section 4.1,1951,,,,,,,,,,,,1
1952,/html/body/document/type/sequence/filename/description/text/p[1003],",",1952,,,,,,,,,,,,1
1953,/html/body/document/type/sequence/filename/description/text/p[1003]/u[2],Section 4.2(a),1953,,,,,,,,,,,,1
1954,/html/body/document/type/sequence/filename/description/text/p[1003],", the first sentence of",1954,,,,,,,,,,,,1
1955,/html/body/document/type/sequence/filename/description/text/p[1003]/u[3],Section 4.2(c),1955,,,,,,,,,,,,1
1956,/html/body/document/type/sequence/filename/description/text/p[1003],",",1956,,,,,,,,,,,,1
1957,/html/body/document/type/sequence/filename/description/text/p[1003]/u[4],Section 4.5(a)(i),1957,,,,,,,,,,,,1
1958,/html/body/document/type/sequence/filename/description/text/p[1003],",",1958,,,,,,,,,,,,1
1959,/html/body/document/type/sequence/filename/description/text/p[1003]/u[5],Section 4.8(a),1959,,,,,,,,,,,,1
1960,/html/body/document/type/sequence/filename/description/text/p[1003],",",1960,,,,,,,,,,,,1
1961,/html/body/document/type/sequence/filename/description/text/p[1003]/u[6],Section 4.19,1961,,,,,,,,,,,,1
1962,/html/body/document/type/sequence/filename/description/text/p[1003],and,1962,,,,,,,,,,,,1
1963,/html/body/document/type/sequence/filename/description/text/p[1003]/u[7],Section 4.22,1963,,,,,,,,,,,,1
1964,/html/body/document/type/sequence/filename/description/text/p[1003],") are true and correct as of the date of this Agreement and as of the Closing Date, as if made as of such time (except to the extent expressly made as of an earlier date, in which case as of such date), except where the failure of such representations and warranties to be so true and correct (without giving effect to any limitation as to “materiality” or “Company Material Adverse Effect” set forth in any such representation or warranty) would not reasonably be expected to, individually or in the aggregate, have a Company Material Adverse Effect, (ii)",1964,,,,,,,,,,,,1
1965,/html/body/document/type/sequence/filename/description/text/p[1003]/u[8],Section 4.2(a),1965,,,,,,,,,,,,1
1966,/html/body/document/type/sequence/filename/description/text/p[1003],and the first sentence of,1966,,,,,,,,,,,,1
1967,/html/body/document/type/sequence/filename/description/text/p[1003]/u[9],Section 4.2(c),1967,,,,,,,,,,,,1
1968,/html/body/document/type/sequence/filename/description/text/p[1003],"are true and correct (without giving effect to an Company Material Adverse Effect or other materiality qualifications) as of the date of this Agreement and as of the Closing Date, as if made as of such time (except to the extent expressly made as of an earlier date, in which case as of such date) except where the failure to be so true and correct in all respects would not reasonably be expected to result in additional cost, expense or liability to the Company, Parent and their Affiliates, individually or in the aggregate, that is more than $6,000,000, (iii)",1968,,,,,,,,,,,,1
1969,/html/body/document/type/sequence/filename/description/text/p[1003]/u[10],Section 4.8(a),1969,,,,,,,,,,,,1
1970,/html/body/document/type/sequence/filename/description/text/p[1003],"are true and correct as of the date of this Agreement and as of the Closing Date, as if made as of such time and (iv)",1970,,,,,,,,,,,,1
1971,/html/body/document/type/sequence/filename/description/text/p[1003]/u[11],Section 4.1,1971,,,,,,,,,,,,1
1972,/html/body/document/type/sequence/filename/description/text/p[1003],",",1972,,,,,,,,,,,,1
1973,/html/body/document/type/sequence/filename/description/text/p[1003]/u[12],Section 4.5(a)(i),1973,,,,,,,,,,,,1
1974,/html/body/document/type/sequence/filename/description/text/p[1003],",",1974,,,,,,,,,,,,1
1975,/html/body/document/type/sequence/filename/description/text/p[1003]/u[13],Section 4.19,1975,,,,,,,,,,,,1
1976,/html/body/document/type/sequence/filename/description/text/p[1003],and,1976,,,,,,,,,,,,1
1977,/html/body/document/type/sequence/filename/description/text/p[1003]/u[14],Section 4.22,1977,,,,,,,,,,,,1
1978,/html/body/document/type/sequence/filename/description/text/p[1003],", that (A) are not qualified by Company Material Adverse Effect or other materiality qualifications will be true and correct in all material respects as of the date of this Agreement and as of the Closing Date as if made at and as of such time (except to the extent expressly made as of an earlier date, in which case as of such earlier date); and (B) that are qualified by Company Material Adverse Effect or other materiality qualifications will be true and correct in all respects (without disregarding such Company Material Adverse Effect or other materiality qualifications) as of the Closing Date as if made at and as of the Closing Date (except to the extent expressly made as of an earlier date, in which case as of such earlier date).",1978,,,,,,,,,,,,1
Unnamed 286,/html/body/document/type/sequence/filename/description/text/div[71]/div[1]/div/div,66,1979,/html/body/document/type/sequence/filename/description/text/div[71]/div[1]/div/div,66,n,327.0,"[0.8583830007774035, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,293.0,0.8583830007774035,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0
