,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
2226,/html/body/document/type/sequence/filename/description/text/p[1077],Section 9.1,2226,/html/body/document/type/sequence/filename/description/text/p[1077],Section 9.1,ssn,345,"[0.9194065820160664, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1.0,306.0,0.9194065820160664,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0.9194065820160664,1.0
2227,/html/body/document/type/sequence/filename/description/text/p[1077]/u,Amendments and Waivers,2227,/html/body/document/type/sequence/filename/description/text/p[1077]/u,Amendments and Waivers,sst,346,"[0.9194065820160664, 0.1292861111111111, 0.09960972222222221, 0.00038870173620108835]",1.0,307.0,0.9194065820160664,0.1292861111111111,0.09960972222222221,0.00038870173620108835,0.9194065820160664,1.0
2228,/html/body/document/type/sequence/filename/description/text/p[1077],.,2228,,,,,,,,,,,,,
2229,/html/body/document/type/sequence/filename/description/text/p[1079],"(a)   At any time prior to the Effective Time, any provision of this Agreement may be amended or waived by any party hereto only by action taken or authorized by or on behalf of such party’s Board of Directors (or duly authorized committee thereof) and, in the case of the Company, the Special Committee in accordance with",2229,,,,,,,,,,,,,
2230,/html/body/document/type/sequence/filename/description/text/p[1079]/u[1],Section 9.12,2230,,,,,,,,,,,,,
2231,/html/body/document/type/sequence/filename/description/text/p[1079],", but in all cases only if such amendment or waiver is in writing and is signed, in the case of an amendment, by each party to this Agreement or, in the case of a waiver, by each party against whom the waiver is to be effective;",2231,,,,,,,,,,,,,
2232,/html/body/document/type/sequence/filename/description/text/p[1079]/u[2],provided,2232,,,,,,,,,,,,,
2233,/html/body/document/type/sequence/filename/description/text/p[1079],",",2233,,,,,,,,,,,,,
2234,/html/body/document/type/sequence/filename/description/text/p[1079]/u[3],however,2234,,,,,,,,,,,,,
2235,/html/body/document/type/sequence/filename/description/text/p[1079],", that without the further approval of the stockholders of the Company, no such amendment shall be made or given after obtaining the Company Stockholder Approval that requires the approval of the stockholders of the Company under the DGCL or in accordance with the rules and regulations of the Nasdaq unless the required further approval is obtained.",2235,,,,,,,,,,,,,
2236,/html/body/document/type/sequence/filename/description/text/p[1081],"(b)   Any failure of any of the parties to comply with any obligation, covenant, agreement or condition in this Agreement may be waived at any time prior to the Effective Time by any of the parties entitled to the benefit thereof only by a written instrument signed by each such party granting such waiver and, in the case of the Company, subject to",2236,,,,,,,,,,,,,
2237,/html/body/document/type/sequence/filename/description/text/p[1081]/u[1],Section 9.12,2237,,,,,,,,,,,,,
2238,/html/body/document/type/sequence/filename/description/text/p[1081],". Notwithstanding the foregoing, no failure or delay by the Company or Parent in exercising any right hereunder shall operate as a waiver thereof nor shall any single or partial exercise thereof preclude any other or further exercise of any other right hereunder. Subject to",2238,,,,,,,,,,,,,
2239,/html/body/document/type/sequence/filename/description/text/p[1081]/u[2],Section 8.4(m),2239,,,,,,,,,,,,,
2240,/html/body/document/type/sequence/filename/description/text/p[1081],", the rights and remedies herein provided shall be cumulative and not exclusive of any rights or remedies provided by applicable Law.",2240,,,,,,,,,,,,,
2241,/html/body/document/type/sequence/filename/description/text/p[1083],Section 9.2,2241,/html/body/document/type/sequence/filename/description/text/p[1083],Section 9.2,ssn,347,"[0.9242264835449598, 0.07888472222222222, 0.042746319444444444, 0.00038870173620108835]",1.0,308.0,0.9242264835449598,0.07888472222222222,0.042746319444444444,0.00038870173620108835,0.9242264835449598,1.0
2242,/html/body/document/type/sequence/filename/description/text/p[1083]/u,Counterparts,2242,/html/body/document/type/sequence/filename/description/text/p[1083]/u,Counterparts,sst,348,"[0.9242264835449598, 0.13525902777777776, 0.050135625, 0.00038870173620108835]",1.0,309.0,0.9242264835449598,0.13525902777777776,0.050135625,0.00038870173620108835,0.9242264835449598,1.0
2243,/html/body/document/type/sequence/filename/description/text/p[1083],". This Agreement may be executed in any number of counterparts, each of which is an original, and all of which, when taken together, constitute one Agreement. Delivery of an executed signature page of this Agreement by facsimile or other customary means of electronic transmission (e.g., “pdf”",2243,,,,,,,,,,,,,
2244,/html/body/document/type/sequence/filename/description/text/p[1083]/i,),2244,,,,,,,,,,,,,
2245,/html/body/document/type/sequence/filename/description/text/p[1083],will be effective as delivery of a manually executed counterpart hereof.,2245,,,,,,,,,,,,,
2246,/html/body/document/type/sequence/filename/description/text/p[1085],Section 9.3,2246,/html/body/document/type/sequence/filename/description/text/p[1085],Section 9.3,ssn,349,"[0.9254314589271833, 0.07888472222222222, 0.04246958333333333, 0.00038870173620108835]",1.0,310.0,0.9254314589271833,0.07888472222222222,0.04246958333333333,0.00038870173620108835,0.9254314589271833,1.0
2247,/html/body/document/type/sequence/filename/description/text/p[1085]/u[1],Notices,2247,/html/body/document/type/sequence/filename/description/text/p[1085]/u[1],Notices,sst,350,"[0.9254314589271833, 0.13387013888888888, 0.030598958333333332, 0.00038870173620108835]",1.0,311.0,0.9254314589271833,0.13387013888888888,0.030598958333333332,0.00038870173620108835,0.9254314589271833,1.0
2248,/html/body/document/type/sequence/filename/description/text/p[1085],". Any notices or other communications required or permitted under, or otherwise given in connection with, this Agreement shall be in writing and shall be deemed to have been duly given (i) when delivered or sent if delivered in person, (ii) on the fifth (5th) Business Day after dispatch by registered or certified mail, (iii) on the next Business Day if transmitted by national overnight courier or (iv) on the date delivered if sent by email (",2248,,,,,,,,,,,,,
2249,/html/body/document/type/sequence/filename/description/text/p[1085]/u[2],provided,2249,,,,,,,,,,,,,
2250,/html/body/document/type/sequence/filename/description/text/p[1085],"that confirmation of email transmission is obtained), in each case as follows (or at such other address for a Party as shall be specified by like notice):",2250,,,,,,,,,,,,,
2251,/html/body/document/type/sequence/filename/description/text/div[77]/div[1]/div/div,72,2251,/html/body/document/type/sequence/filename/description/text/div[77]/div[1]/div/div,72,n,351,"[0.9270380927701477, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,312.0,0.9270380927701477,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.9270380927701477,1.0
2252,/html/body/document/type/sequence/filename/description/text/p[1088],"(a)   If to Parent or Merger Sub, to:",2252,,,,,,,,,,,,,
2253,/html/body/document/type/sequence/filename/description/text/p[1090],"c/o Thoma Bravo, L.P.",2253,,,,,,,,,,,,,
2254,/html/body/document/type/sequence/filename/description/text/p[1090],"600 Montgomery Street, 20th Floor",2254,,,,,,,,,,,,,
2255,/html/body/document/type/sequence/filename/description/text/p[1090],"San Francisco, CA 91444",2255,,,,,,,,,,,,,
2256,/html/body/document/type/sequence/filename/description/text/p[1090],Attention: S. Scott Crabill and Peter Stefanksi,2256,,,,,,,,,,,,,
2257,/html/body/document/type/sequence/filename/description/text/p[1090],"Email: scrabill@thomabravo.com,",2257,,,,,,,,,,,,,
2258,/html/body/document/type/sequence/filename/description/text/p[1090],"pstefanski@thomabravo.com, and",2258,,,,,,,,,,,,,
2259,/html/body/document/type/sequence/filename/description/text/p[1092],with a copy (which does not constitute notice) to:,2259,,,,,,,,,,,,,
2260,/html/body/document/type/sequence/filename/description/text/p[1094],Kirkland & Ellis LLP,2260,,,,,,,,,,,,,
2261,/html/body/document/type/sequence/filename/description/text/p[1094],300 N. LaSalle Street,2261,,,,,,,,,,,,,
2262,/html/body/document/type/sequence/filename/description/text/p[1094],"Chicago, IL 60654",2262,,,,,,,,,,,,,
2263,/html/body/document/type/sequence/filename/description/text/p[1094],"Attention: Theodore A. Peto, P.C. and Bradley C. Reed, P.C.",2263,,,,,,,,,,,,,
2264,/html/body/document/type/sequence/filename/description/text/p[1094],Email: Theodore.peto@kirkland.com,2264,,,,,,,,,,,,,
2265,/html/body/document/type/sequence/filename/description/text/p[1094],"bradley.reed@kirkland.com,",2265,,,,,,,,,,,,,
2266,/html/body/document/type/sequence/filename/description/text/p[1096],"(b)   If to the Company, to:",2266,,,,,,,,,,,,,
2267,/html/body/document/type/sequence/filename/description/text/p[1098],QAD Inc.,2267,,,,,,,,,,,,,
2268,/html/body/document/type/sequence/filename/description/text/p[1099],100 Innovation Place,2268,,,,,,,,,,,,,
2269,/html/body/document/type/sequence/filename/description/text/p[1100],"Santa Barbara, CA 93108",2269,,,,,,,,,,,,,
2270,/html/body/document/type/sequence/filename/description/text/p[1101],"Attn: Daniel Lender, Chief Financial Officer",2270,,,,,,,,,,,,,
2271,/html/body/document/type/sequence/filename/description/text/p[1102],Email: dyl@qad.com,2271,,,,,,,,,,,,,
2272,/html/body/document/type/sequence/filename/description/text/p[1105],with a copy (which does not constitute notice) to:,2272,,,,,,,,,,,,,
2273,/html/body/document/type/sequence/filename/description/text/p[1107],"Paul, Weiss, Rifkind, Wharton & Garrison LLP",2273,,,,,,,,,,,,,
2274,/html/body/document/type/sequence/filename/description/text/p[1108],1285 Avenue of the Americas,2274,,,,,,,,,,,,,
2275,/html/body/document/type/sequence/filename/description/text/p[1109],"New York, New York 10019-6064",2275,,,,,,,,,,,,,
2276,/html/body/document/type/sequence/filename/description/text/p[1110],Attention: Jeffrey D. Marell,2276,,,,,,,,,,,,,
2277,/html/body/document/type/sequence/filename/description/text/p[1111],Krishna Veeraraghavan,2277,,,,,,,,,,,,,
2278,/html/body/document/type/sequence/filename/description/text/p[1112],Email:       jmarell@paulweiss.com,2278,,,,,,,,,,,,,
2279,/html/body/document/type/sequence/filename/description/text/p[1113],kveeraraghavan@paulweiss.com,2279,,,,,,,,,,,,,
2280,/html/body/document/type/sequence/filename/description/text/p[1115],"All such notices, requests, claims, demands and other communications shall be deemed received on the date of actual receipt by the recipient thereof if received prior to 5:00 p.m. local time in the place of receipt and such day is a Business Day in the place of receipt. Otherwise, any such notice, request or communication shall be deemed not to have been received until the next succeeding Business Day in the place of receipt.",2280,,,,,,,,,,,,,
2281,/html/body/document/type/sequence/filename/description/text/p[1117],Section 9.4,2281,/html/body/document/type/sequence/filename/description/text/p[1117],Section 9.4,ssn,352,"[0.9447058823529411, 0.07888472222222222, 0.04219291666666667, 0.00038870173620108835]",1.0,313.0,0.9447058823529411,0.07888472222222222,0.04219291666666667,0.00038870173620108835,0.9447058823529411,1.0
2282,/html/body/document/type/sequence/filename/description/text/p[1117]/u[1],Assignment,2282,/html/body/document/type/sequence/filename/description/text/p[1117]/u[1],Assignment,sst,353,"[0.9447058823529411, 0.1319875, 0.04654944444444444, 0.00038870173620108835]",1.0,314.0,0.9447058823529411,0.1319875,0.04654944444444444,0.00038870173620108835,0.9447058823529411,1.0
2283,/html/body/document/type/sequence/filename/description/text/p[1117],". Neither this Agreement nor any of the rights, interests or obligations hereunder shall be assigned, in whole or in part, by operation of Law or otherwise, by any of the Parties without the prior written consent of the Other Party, except that (a) Merger Sub may assign, in each entity’s sole discretion, any of or all its rights, interests and obligations under this Agreement to any wholly owned Subsidiary of Parent, (b) Parent may assign any of its rights or interests (but not delegate any of its obligations) under this Agreement to any of its controlled Affiliates but, in each case, no such assignment shall relieve Parent of any of its obligations hereunder, (c) Parent and Merger Sub may assign any of its rights or interests (but not delegate any of its obligations) to any debt financing source for purposes of creating a security interest herein or otherwise assigning as collateral in respect of any debt financing but no such assignment shall relieve Parent or Merger Sub of any of its obligations hereunder and (d) from and after the Effective Time, Parent or the Surviving Corporation may assign any of its rights, interests or obligations under this Agreement in connection with a merger or consolidation involving Parent or the Surviving Corporation or other disposition of all or substantially all of the assets of Parent or the Surviving Corporation, provided in each case, no such assignment shall relieve Parent or the Surviving Corporation of any of its obligations hereunder. Any purported assignment not permitted under this",2283,,,,,,,,,,,,,
